attendance,date,division,f1_r1_clinch_a,f1_r1_clinch_l,f1_r1_distance_a,f1_r1_distance_l,f1_r1_ground_a,f1_r1_ground_l,f1_r1_kd,f1_r1_pass,f1_r1_rev,f1_r1_s_a,f1_r1_s_l,f1_r1_ss_a,f1_r1_ss_body_a,f1_r1_ss_body_l,f1_r1_ss_head_a,f1_r1_ss_head_l,f1_r1_ss_l,f1_r1_ss_leg_a,f1_r1_ss_leg_l,f1_r1_sub_a,f1_r1_td_a,f1_r1_td_l,f1_r2_clinch_a,f1_r2_clinch_l,f1_r2_distance_a,f1_r2_distance_l,f1_r2_ground_a,f1_r2_ground_l,f1_r2_kd,f1_r2_pass,f1_r2_rev,f1_r2_s_a,f1_r2_s_l,f1_r2_ss_a,f1_r2_ss_body_a,f1_r2_ss_body_l,f1_r2_ss_head_a,f1_r2_ss_head_l,f1_r2_ss_l,f1_r2_ss_leg_a,f1_r2_ss_leg_l,f1_r2_sub_a,f1_r2_td_a,f1_r2_td_l,f1_r3_clinch_a,f1_r3_clinch_l,f1_r3_distance_a,f1_r3_distance_l,f1_r3_ground_a,f1_r3_ground_l,f1_r3_kd,f1_r3_pass,f1_r3_rev,f1_r3_s_a,f1_r3_s_l,f1_r3_ss_a,f1_r3_ss_body_a,f1_r3_ss_body_l,f1_r3_ss_head_a,f1_r3_ss_head_l,f1_r3_ss_l,f1_r3_ss_leg_a,f1_r3_ss_leg_l,f1_r3_sub_a,f1_r3_td_a,f1_r3_td_l,f1_r4_clinch_a,f1_r4_clinch_l,f1_r4_distance_a,f1_r4_distance_l,f1_r4_ground_a,f1_r4_ground_l,f1_r4_kd,f1_r4_pass,f1_r4_rev,f1_r4_s_a,f1_r4_s_l,f1_r4_ss_a,f1_r4_ss_body_a,f1_r4_ss_body_l,f1_r4_ss_head_a,f1_r4_ss_head_l,f1_r4_ss_l,f1_r4_ss_leg_a,f1_r4_ss_leg_l,f1_r4_sub_a,f1_r4_td_a,f1_r4_td_l,f1_r5_clinch_a,f1_r5_clinch_l,f1_r5_distance_a,f1_r5_distance_l,f1_r5_ground_a,f1_r5_ground_l,f1_r5_kd,f1_r5_pass,f1_r5_rev,f1_r5_s_a,f1_r5_s_l,f1_r5_ss_a,f1_r5_ss_body_a,f1_r5_ss_body_l,f1_r5_ss_head_a,f1_r5_ss_head_l,f1_r5_ss_l,f1_r5_ss_leg_a,f1_r5_ss_leg_l,f1_r5_sub_a,f1_r5_td_a,f1_r5_td_l,f1_tot_clinch_a,f1_tot_clinch_l,f1_tot_distance_a,f1_tot_distance_l,f1_tot_ground_a,f1_tot_ground_l,f1_tot_kd,f1_tot_pass,f1_tot_rev,f1_tot_s_a,f1_tot_s_l,f1_tot_ss_a,f1_tot_ss_body_a,f1_tot_ss_body_l,f1_tot_ss_head_a,f1_tot_ss_head_l,f1_tot_ss_l,f1_tot_ss_leg_a,f1_tot_ss_leg_l,f1_tot_sub_a,f1_tot_td_a,f1_tot_td_l,f2_r1_clinch_a,f2_r1_clinch_l,f2_r1_distance_a,f2_r1_distance_l,f2_r1_ground_a,f2_r1_ground_l,f2_r1_kd,f2_r1_pass,f2_r1_rev,f2_r1_s_a,f2_r1_s_l,f2_r1_ss_a,f2_r1_ss_body_a,f2_r1_ss_body_l,f2_r1_ss_head_a,f2_r1_ss_head_l,f2_r1_ss_l,f2_r1_ss_leg_a,f2_r1_ss_leg_l,f2_r1_sub_a,f2_r1_td_a,f2_r1_td_l,f2_r2_clinch_a,f2_r2_clinch_l,f2_r2_distance_a,f2_r2_distance_l,f2_r2_ground_a,f2_r2_ground_l,f2_r2_kd,f2_r2_pass,f2_r2_rev,f2_r2_s_a,f2_r2_s_l,f2_r2_ss_a,f2_r2_ss_body_a,f2_r2_ss_body_l,f2_r2_ss_head_a,f2_r2_ss_head_l,f2_r2_ss_l,f2_r2_ss_leg_a,f2_r2_ss_leg_l,f2_r2_sub_a,f2_r2_td_a,f2_r2_td_l,f2_r3_clinch_a,f2_r3_clinch_l,f2_r3_distance_a,f2_r3_distance_l,f2_r3_ground_a,f2_r3_ground_l,f2_r3_kd,f2_r3_pass,f2_r3_rev,f2_r3_s_a,f2_r3_s_l,f2_r3_ss_a,f2_r3_ss_body_a,f2_r3_ss_body_l,f2_r3_ss_head_a,f2_r3_ss_head_l,f2_r3_ss_l,f2_r3_ss_leg_a,f2_r3_ss_leg_l,f2_r3_sub_a,f2_r3_td_a,f2_r3_td_l,f2_r4_clinch_a,f2_r4_clinch_l,f2_r4_distance_a,f2_r4_distance_l,f2_r4_ground_a,f2_r4_ground_l,f2_r4_kd,f2_r4_pass,f2_r4_rev,f2_r4_s_a,f2_r4_s_l,f2_r4_ss_a,f2_r4_ss_body_a,f2_r4_ss_body_l,f2_r4_ss_head_a,f2_r4_ss_head_l,f2_r4_ss_l,f2_r4_ss_leg_a,f2_r4_ss_leg_l,f2_r4_sub_a,f2_r4_td_a,f2_r4_td_l,f2_r5_clinch_a,f2_r5_clinch_l,f2_r5_distance_a,f2_r5_distance_l,f2_r5_ground_a,f2_r5_ground_l,f2_r5_kd,f2_r5_pass,f2_r5_rev,f2_r5_s_a,f2_r5_s_l,f2_r5_ss_a,f2_r5_ss_body_a,f2_r5_ss_body_l,f2_r5_ss_head_a,f2_r5_ss_head_l,f2_r5_ss_l,f2_r5_ss_leg_a,f2_r5_ss_leg_l,f2_r5_sub_a,f2_r5_td_a,f2_r5_td_l,f2_tot_clinch_a,f2_tot_clinch_l,f2_tot_distance_a,f2_tot_distance_l,f2_tot_ground_a,f2_tot_ground_l,f2_tot_kd,f2_tot_pass,f2_tot_rev,f2_tot_s_a,f2_tot_s_l,f2_tot_ss_a,f2_tot_ss_body_a,f2_tot_ss_body_l,f2_tot_ss_head_a,f2_tot_ss_head_l,f2_tot_ss_l,f2_tot_ss_leg_a,f2_tot_ss_leg_l,f2_tot_sub_a,f2_tot_td_a,f2_tot_td_l,fighter_1,fighter_1_detail_url,fighter_1_nn,fighter_2,fighter_2_detail_url,fighter_2_nn,location,referee,rounds,time,time_seconds,url,win_method,win_method_details,winner
17304,2019-08-17T00:00:00+00:00,Women's Flyweight Bout,13,9,13,4,20,17,0,1,0,102,72,46,20,16,24,12,30,2,2,0,2,2,16,12,20,11,0,0,0,1,0,39,26,36,23,20,7,0,23,6,3,0,1,1,26,17,52,29,11,9,0,1,0,109,72,89,17,14,67,37,55,5,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,38,85,44,31,26,0,3,0,250,170,171,60,50,98,49,108,13,9,0,4,4,4,2,13,2,3,2,0,0,0,31,14,20,4,1,15,4,6,1,1,0,0,0,19,13,22,4,2,2,0,0,0,74,47,43,11,9,29,9,19,3,1,0,0,0,0,0,36,8,0,0,0,0,0,71,41,36,3,1,31,6,8,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,71,14,5,4,0,0,0,176,102,99,18,11,75,19,33,6,3,0,0,0,Sabina Mazo,http://www.ufcstats.com/fighter-details/70d2329a92864fdb,"""Colombian Queen""",Shana Dobson,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,"""Danger""","Anaheim, California, USA",Frank Trigg,3,5:00,300,http://www.ufcstats.com/fight-details/51f955029dbf6978,Decision - Unanimous,Michael Bell 30 - 25.Ron McCarthy 30 - 25.Luis Cobian 30 - 24.,Sabina Mazo
17304,2019-08-17T00:00:00+00:00,Bantamweight Bout,0,0,41,23,1,0,1,1,0,60,38,42,1,1,38,20,23,3,2,0,2,1,0,0,41,16,0,0,0,1,0,42,17,41,0,0,40,15,16,1,1,0,1,0,0,0,7,3,11,8,0,1,0,78,65,18,0,0,18,11,11,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,89,42,12,8,1,3,0,180,120,101,1,1,96,46,50,4,3,0,6,3,1,1,68,22,1,0,0,0,0,81,30,70,4,3,45,6,23,21,14,0,0,0,4,3,66,28,1,1,0,0,0,82,41,71,11,10,45,12,32,15,10,0,1,1,1,0,29,12,16,10,0,0,0,68,43,46,5,4,36,14,22,5,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,163,62,18,11,0,0,0,231,114,187,20,17,126,32,77,41,28,0,1,1,Kyung Ho Kang,http://www.ufcstats.com/fighter-details/a7897d200692ab64,"""Mr. Perfect""",Brandon Davis,http://www.ufcstats.com/fighter-details/cc351e408bbb7d43,"""Killer B""","Anaheim, California, USA",George Allen,3,5:00,300,http://www.ufcstats.com/fight-details/445d0d44091b902a,Decision - Split,Ron McCarthy 29 - 28.Derek Cleary 29 - 28.Luis Cobian 28 - 29.,Kyung Ho Kang
17304,2019-08-17T00:00:00+00:00,Women's Strawweight Bout,4,2,61,22,0,0,0,0,0,65,24,65,6,4,51,15,24,8,5,0,0,0,6,4,38,17,2,2,0,0,0,66,42,46,4,4,34,13,23,8,6,1,1,1,4,1,48,22,1,0,0,0,0,76,46,53,6,4,38,11,23,9,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,147,61,3,2,0,0,0,207,112,164,16,12,123,39,70,25,19,1,1,1,4,0,45,16,0,0,0,0,0,49,16,49,8,5,41,11,16,0,0,0,3,0,6,3,27,9,0,0,0,0,0,39,18,33,6,4,27,8,12,0,0,0,3,2,3,2,42,11,3,2,0,0,0,69,35,48,6,5,42,10,15,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,114,36,3,2,0,0,0,157,69,130,20,14,110,29,43,0,0,0,8,3,Hannah Cifers,http://www.ufcstats.com/fighter-details/2244d9a2b64b8c3b,"""Shockwave""",Jodie Esquibel,http://www.ufcstats.com/fighter-details/411539901068522f,,"Anaheim, California, USA",Jason Herzog,3,5:00,300,http://www.ufcstats.com/fight-details/8ebd6e9d41a51e31,Decision - Unanimous,Guilherme Bravo 30 - 27.Luis Cobian 30 - 27.Michael Bell 29 - 28.,Hannah Cifers
17304,2019-08-17T00:00:00+00:00,Catch Weight Bout,1,1,10,7,3,3,0,1,0,17,14,14,3,3,11,8,11,0,0,0,1,1,0,0,12,6,0,0,0,3,0,13,7,12,4,1,8,5,6,0,0,0,3,2,1,1,21,9,11,10,0,2,1,53,38,33,5,4,28,16,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,43,22,14,13,0,6,1,83,59,59,12,8,47,29,37,0,0,0,4,3,3,3,24,14,1,1,0,3,0,31,21,28,4,3,17,9,18,7,6,0,1,1,1,1,9,3,12,10,0,3,1,31,20,22,6,5,14,7,14,2,2,1,0,0,3,2,16,9,0,0,0,1,0,23,15,19,4,2,11,5,11,4,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,49,26,13,11,0,7,1,85,56,69,14,10,42,21,43,13,12,1,2,2,Manny Bermudez,http://www.ufcstats.com/fighter-details/2dc1bc1a02961656,"""The Bermudez Triangle""",Casey Kenney,http://www.ufcstats.com/fighter-details/e7bba7ce4d6c7b07,,"Anaheim, California, USA",Frank Trigg,3,5:00,300,http://www.ufcstats.com/fight-details/29de6ddc42a2e674,Decision - Unanimous,Guilherme Bravo 28 - 29.Derek Cleary 28 - 29.Ron McCarthy 28 - 29.,Casey Kenney
17304,2019-08-17T00:00:00+00:00,Lightweight Bout,9,7,38,17,0,0,0,0,0,64,39,47,16,15,28,7,24,3,2,0,0,0,4,2,23,18,5,2,0,2,0,42,29,32,5,4,26,18,22,1,0,1,4,2,10,7,66,34,0,0,0,0,0,80,45,76,12,10,63,30,41,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,16,127,69,5,2,0,2,0,186,113,155,33,29,117,55,87,5,3,1,5,2,13,12,28,9,0,0,0,0,0,73,53,41,13,13,23,4,21,5,4,0,1,0,10,9,12,7,26,21,0,2,0,63,50,48,9,8,37,27,37,2,2,0,1,1,17,17,53,23,1,1,0,0,0,87,56,71,8,8,54,25,41,9,8,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,93,39,27,22,0,2,0,223,159,160,30,29,114,56,99,16,14,0,7,2,Christos Giagos,http://www.ufcstats.com/fighter-details/de45aaae23dfa392,"""The Spartan""",Drakkar Klose,http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,,"Anaheim, California, USA",George Allen,3,5:00,300,http://www.ufcstats.com/fight-details/25e1d17d072227c6,Decision - Unanimous,Guilherme Bravo 28 - 29.Luis Cobian 28 - 29.Ron McCarthy 28 - 29.,Drakkar Klose
17304,2019-08-17T00:00:00+00:00,Bantamweight Bout,5,5,29,11,0,0,0,0,0,35,17,34,9,9,20,3,16,5,4,0,0,0,5,4,11,6,3,3,0,0,0,28,20,19,6,6,10,4,13,3,3,0,2,1,3,3,25,13,0,0,0,0,0,40,28,28,5,5,20,8,16,3,3,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,65,30,3,3,0,0,0,103,65,81,20,20,50,15,45,11,10,0,6,4,0,0,52,25,0,0,0,0,0,58,30,52,8,6,31,8,25,13,11,0,1,0,3,2,13,8,4,4,0,0,1,29,22,20,6,6,7,2,14,7,6,0,0,0,1,1,43,22,0,0,0,0,0,48,26,44,7,4,29,13,23,8,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,108,55,4,4,0,0,1,135,78,116,21,16,67,23,62,28,23,0,1,0,Raphael Assuncao,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38,,Cory Sandhagen,http://www.ufcstats.com/fighter-details/65f09bacd3957381,,"Anaheim, California, USA",Frank Trigg,3,5:00,300,http://www.ufcstats.com/fight-details/fba7d6a42f137938,Decision - Unanimous,Luis Cobian 28 - 29.Ron McCarthy 27 - 30.Michael Bell 27 - 30.,Cory Sandhagen
17304,2019-08-17T00:00:00+00:00,Lightweight Bout,0,0,27,15,0,0,0,0,0,27,15,27,3,2,13,3,15,11,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,15,0,0,0,0,0,27,15,27,3,2,13,3,15,11,10,0,0,0,0,0,46,18,5,3,1,0,0,51,21,51,5,2,30,9,21,16,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46,18,5,3,1,0,0,51,21,51,5,2,30,9,21,16,10,0,0,0,Devonte Smith,http://www.ufcstats.com/fighter-details/207773daeb4afa7b,"""King Kage""",Khama Worthy,http://www.ufcstats.com/fighter-details/78e501478a36a018,"""The Death Star""","Anaheim, California, USA",Jason Herzog,1,4:15,255,http://www.ufcstats.com/fight-details/2671de30a1736f51,KO/TKO,Punch to Head At Distance,Khama Worthy
17304,2019-08-17T00:00:00+00:00,Middleweight Bout,5,4,37,12,0,0,0,0,0,54,27,42,6,5,35,10,16,1,1,0,4,0,1,1,48,23,6,5,0,0,0,61,35,55,11,7,41,21,29,3,1,0,1,0,3,2,85,34,0,0,0,1,0,92,40,88,20,14,66,20,36,2,2,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,170,69,6,5,0,1,0,207,102,185,37,26,142,51,81,6,4,0,10,2,7,5,36,14,0,0,0,0,0,45,21,43,8,7,31,8,19,4,4,0,2,0,2,1,31,11,1,1,0,0,0,34,13,34,11,6,22,7,13,1,0,0,5,0,3,2,63,24,0,0,0,0,0,71,31,66,4,3,61,22,26,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,130,49,1,1,0,0,0,150,65,143,23,16,114,37,58,6,5,0,8,0,Derek Brunson,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322,,Ian Heinisch,http://www.ufcstats.com/fighter-details/2e585c701f72fe55,"""The Hurricane""","Anaheim, California, USA",Mike Beltran,3,5:00,300,http://www.ufcstats.com/fight-details/2eb56023c4a54504,Decision - Unanimous,Guilherme Bravo 29 - 28.Derek Cleary 29 - 28.Michael Bell 29 - 28.,Derek Brunson
17304,2019-08-17T00:00:00+00:00,Featherweight Bout,0,0,72,24,0,0,0,0,0,72,24,72,8,4,55,11,24,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72,24,0,0,0,0,0,72,24,72,8,4,55,11,24,9,9,0,0,0,1,0,71,30,7,4,1,0,0,79,34,79,4,4,70,25,34,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,71,30,7,4,1,0,0,79,34,79,4,4,70,25,34,5,5,0,0,0,Gabriel Benitez,http://www.ufcstats.com/fighter-details/436f970c9ea9169c,"""Moggly""",Sodiq Yusuff,http://www.ufcstats.com/fighter-details/94426bb170c88115,"""Super""","Anaheim, California, USA",Herb Dean,1,4:14,254,http://www.ufcstats.com/fight-details/ea43a5fe4ff9a3c4,KO/TKO,Punch to Head At Distance,Sodiq Yusuff
12144,2019-07-27T00:00:00+00:00,Welterweight Bout,3,2,22,10,0,0,0,0,0,28,15,25,3,3,22,9,12,0,0,0,4,0,3,2,6,3,7,6,0,1,0,31,26,16,6,3,10,8,11,0,0,0,4,2,1,1,9,3,12,10,0,3,0,40,26,22,1,1,21,13,14,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,37,16,19,16,0,4,0,99,67,63,10,7,53,30,37,0,0,0,11,4,3,2,29,12,0,0,0,0,0,52,33,32,8,3,19,6,14,5,5,0,6,0,1,1,12,4,0,0,0,0,0,39,23,13,1,0,10,3,5,2,2,0,1,0,3,1,16,3,0,0,0,0,0,28,12,19,0,0,16,4,4,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,57,19,0,0,0,0,0,119,68,64,9,3,45,13,23,10,7,0,8,0,Erik Koch,http://www.ufcstats.com/fighter-details/99bd87a300079ed9,"""Phoenix""",Kyle Stewart,http://www.ufcstats.com/fighter-details/bb61823f76361297,"""Gunz Up""","Edmonton, Alberta, Canada",Marc Goddard,3,5:00,300,http://www.ufcstats.com/fight-details/d47fd8fc3886f86c,Decision - Unanimous,Derek Cleary 29 - 28.Thomas Collins 29 - 28.Brian Puccillo 30 - 27.,Erik Koch
17304,2019-08-17T00:00:00+00:00,Middleweight Bout,1,1,68,31,0,0,1,0,0,69,32,69,7,2,54,23,32,8,7,0,2,0,1,1,90,39,0,0,0,0,0,91,40,91,7,6,77,28,40,7,6,0,1,1,6,5,118,48,0,0,0,0,0,124,53,124,6,3,113,45,53,5,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,276,118,0,0,1,0,0,284,125,284,20,11,244,96,125,20,18,0,4,1,2,2,61,32,6,3,1,0,0,69,37,69,20,16,46,19,37,3,2,0,0,0,1,1,70,36,0,0,0,0,0,71,37,71,17,12,53,24,37,1,1,0,0,0,2,2,71,42,0,0,0,0,0,73,44,73,21,18,49,24,44,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,202,110,6,3,1,0,0,213,118,213,58,46,148,67,118,7,5,0,0,0,Yoel Romero,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,"""Soldier of God""",Paulo Costa,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,"""The Eraser""","Anaheim, California, USA",Jason Herzog,3,5:00,300,http://www.ufcstats.com/fight-details/3e16a71836e85212,Decision - Unanimous,Guilherme Bravo 28 - 29.Ron McCarthy 28 - 29.Michael Bell 28 - 29.,Paulo Costa
17304,2019-08-17T00:00:00+00:00,Welterweight Bout,7,5,24,9,0,0,0,0,0,41,23,31,2,2,22,9,14,7,3,1,0,0,12,10,54,26,0,0,0,0,0,70,40,66,9,7,55,28,36,2,1,0,0,0,8,5,24,11,4,3,0,0,2,42,23,36,1,1,34,17,19,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20,102,46,4,3,0,0,2,153,86,133,12,10,111,54,69,10,5,1,0,0,9,6,23,9,10,7,0,2,0,88,62,42,6,5,33,15,22,3,2,0,1,1,37,25,63,29,0,0,0,0,0,114,65,100,11,7,87,45,54,2,2,0,0,0,17,12,23,13,19,13,1,2,1,104,78,59,6,4,52,34,38,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,43,109,51,29,20,1,4,1,306,205,201,23,16,172,94,114,6,4,0,1,1,Anthony Pettis,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc,"""Showtime""",Nate Diaz,http://www.ufcstats.com/fighter-details/8355922d564b152c,,"Anaheim, California, USA",Mike Beltran,3,5:00,300,http://www.ufcstats.com/fight-details/f2ce79565c0820dd,Decision - Unanimous,Guilherme Bravo 28 - 29.Derek Cleary 27 - 30.Ron McCarthy 27 - 30.,Nate Diaz
17304,2019-08-17T00:00:00+00:00,UFC Heavyweight Title Bout,3,3,16,13,27,21,0,2,0,83,71,46,7,7,34,25,37,5,5,0,2,1,14,11,68,45,0,0,0,0,0,85,59,82,0,0,81,56,56,1,0,0,0,0,10,7,76,50,0,0,0,0,0,100,69,86,1,1,82,53,57,3,3,0,1,0,0,0,49,31,0,0,0,0,0,49,31,49,1,1,46,28,31,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,27,21,209,139,27,21,0,2,0,317,230,263,9,9,243,162,181,11,10,0,3,1,0,0,12,6,1,1,0,0,0,18,9,13,0,0,8,3,7,5,4,0,0,0,6,4,76,42,0,0,0,0,0,84,48,82,9,8,72,37,46,1,1,0,0,0,17,10,50,24,0,0,0,0,0,73,40,67,5,5,61,28,34,1,1,0,3,1,5,5,57,30,5,1,1,0,0,69,38,67,16,14,47,18,36,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,28,19,195,102,6,2,1,0,0,244,135,229,30,27,188,86,123,11,10,0,3,1,Daniel Cormier,http://www.ufcstats.com/fighter-details/d967f0128c323de6,"""DC""",Stipe Miocic,http://www.ufcstats.com/fighter-details/d28dee5c705991df,,"Anaheim, California, USA",Herb Dean,4,4:09,249,http://www.ufcstats.com/fight-details/6921344f8e706d0f,KO/TKO,Punches to Head At Distance,Stipe Miocic
18358,2019-07-06T00:00:00+00:00,Welterweight Bout,3,3,17,7,0,0,0,0,0,43,31,20,10,7,10,3,10,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,5,1,1,1,0,0,1,0,0,0,0,0,7,4,14,5,1,1,0,1,0,33,20,22,0,0,22,10,10,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,32,13,1,1,0,1,0,82,56,43,11,8,32,13,21,0,0,0,2,2,0,0,7,2,0,0,0,2,0,22,7,7,1,1,5,0,2,1,1,0,2,1,0,0,3,0,4,0,0,1,0,61,23,7,2,0,5,0,0,0,0,0,1,1,1,1,8,1,1,0,0,1,0,29,18,10,3,1,7,1,2,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,18,3,5,0,0,4,0,112,48,24,6,2,17,1,4,1,1,0,8,2,Ismail Naurdiev,http://www.ufcstats.com/fighter-details/6a96ad1bc34fb113,"""The Austrian Wonderboy""",Chance Rencountre,http://www.ufcstats.com/fighter-details/1ddb480b601cefb1,"""Black Eagle""","Las Vegas, Nevada, USA",Mark Smith,3,5:00,300,http://www.ufcstats.com/fight-details/f6a03399c7a721cd,Decision - Unanimous,Sal D'amato 27 - 29.Dave Hagen 28 - 29.Tony Weeks 27 - 30.,Chance Rencountre
18358,2019-07-06T00:00:00+00:00,Middleweight Bout,0,0,6,3,18,10,0,2,0,24,13,24,1,1,22,11,13,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,3,18,10,0,2,0,24,13,24,1,1,22,11,13,1,1,1,1,1,0,0,7,0,0,0,0,0,0,7,0,7,0,0,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,0,0,0,0,0,0,7,0,7,0,0,7,0,0,0,0,0,0,0,Edmen Shahbazyan,http://www.ufcstats.com/fighter-details/4144798612ef96e5,"""The Golden Boy""",Jack Marshman,http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,"""The Hammer""","Las Vegas, Nevada, USA",Marc Goddard,1,1:12,72,http://www.ufcstats.com/fight-details/e9f00c16810e0e61,Submission,Rear Naked Choke,Edmen Shahbazyan
9225,2019-08-10T00:00:00+00:00,Women's Flyweight Bout,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,3,1,3,2,1,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,0,0,1,0,3,1,3,2,1,1,0,1,0,0,0,1,1,Veronica Macedo,http://www.ufcstats.com/fighter-details/4798e823ada58fe9,,Polyana Viana,http://www.ufcstats.com/fighter-details/9673a497a9da119a,"""Dama de Ferro""","Montevideo, Uruguay",Keith Peterson,1,1:09,69,http://www.ufcstats.com/fight-details/494042bf96730bc0,Submission,Armbar On Ground,Veronica Macedo
